router,latitude,longitude,type
R3330,42.276970,-40.967364,internal
R3331,40.069323,-44.130808,customer
R3332,38.466740,-43.038794,internal
R3333,42.148283,-40.966777,customer
R3334,37.840508,-42.568915,customer
R3335,42.589816,-40.817455,customer
R3336,39.143541,-42.418613,internal
R3337,41.596702,-37.157280,customer
R3338,41.512119,-41.460205,internal
R3339,40.017647,-44.159713,customer
R3340,39.065619,-42.201845,customer
R3341,40.403476,-38.769195,internal
R3342,42.356163,-40.958528,customer
R3343,38.140867,-39.298175,customer
R3344,37.455660,-39.209393,internal
R3345,37.475897,-42.837250,customer
R3346,40.743795,-43.490447,internal
R3347,42.561104,-40.689563,internal
R3348,43.227991,-38.654104,customer
R3349,40.084500,-39.436139,customer
R3350,39.814490,-44.523671,customer
R3351,40.124493,-44.445071,customer
R3352,42.998345,-40.992406,customer
R3353,37.766328,-41.990878,customer
R3354,39.629828,-42.821315,internal
R3355,40.098715,-37.392699,internal
R3356,38.964534,-42.279701,customer
R3357,39.742008,-39.331830,customer
R3358,40.258469,-36.426176,customer
R3359,39.993930,-40.783651,customer
R3360,40.494355,-41.186597,customer
R3361,40.925628,-42.375394,customer
R3362,37.907497,-41.979861,internal
R3363,42.350014,-40.396796,customer
R3364,42.584785,-42.106699,internal
R3365,37.992731,-42.654857,internal
R3366,39.668091,-38.120513,customer
R3367,41.878465,-43.374002,customer
R3368,41.795269,-37.357578,customer
R3369,42.110707,-41.331255,customer
R3370,43.037176,-40.686188,customer
R3371,41.275182,-41.225125,customer
R3372,41.598082,-37.702337,internal
R3373,42.600839,-42.131524,customer
R3374,40.084741,-42.703000,customer
R3375,40.836492,-39.127577,customer
R3376,41.114832,-39.638232,internal
R3377,42.376697,-41.193320,internal
R3378,39.846975,-44.174788,customer
R3379,39.397847,-42.296937,internal
R3380,39.908404,-41.031791,internal
R3381,40.719523,-41.794962,customer
R3382,38.931341,-42.430660,customer
R3383,41.082843,-39.649995,customer
R3384,42.939284,-38.313024,customer
R3385,40.565449,-38.998750,customer
R3386,40.630915,-44.648012,customer
R3387,41.837756,-37.756333,customer
R3388,40.893536,-37.216652,customer
R3389,37.889004,-42.493642,customer
R3390,41.352762,-39.248473,customer
R3391,40.419389,-43.546106,customer
R3392,41.558918,-41.344448,internal
R3393,43.234366,-38.830132,customer
R3394,36.833542,-43.208734,customer
R3395,40.721897,-38.672535,customer
R3396,39.128090,-42.565661,customer
R3397,39.779394,-43.826227,customer
R3398,41.485474,-40.672863,internal
R3399,39.182283,-39.112530,customer
R3400,37.818586,-41.987813,internal
R3401,39.793526,-38.593523,customer
R3402,38.858114,-40.078840,customer
R3403,41.525624,-37.815056,internal
R3404,41.868457,-41.308819,customer
R3405,42.336978,-40.883240,internal
R3406,39.375659,-40.476199,customer
R3407,38.516332,-38.579886,customer
R3408,42.328755,-41.199750,internal
R3409,39.575041,-44.004035,customer
R3410,40.498081,-38.533452,internal
R3411,39.897528,-43.905114,customer
R3412,41.572840,-41.291603,customer
R3413,38.977548,-42.350552,internal
R3414,42.065704,-43.865895,internal
R3415,40.967251,-42.620542,customer
R3416,38.084913,-39.961491,customer
R3417,41.758885,-37.930162,internal
R3418,41.773442,-37.232240,internal
R3419,40.228695,-43.506070,internal
R3420,38.454176,-43.317375,customer
R3421,39.975409,-41.923428,customer
R3422,37.031853,-38.396372,customer
R3423,40.612334,-43.460364,customer
R3424,38.232385,-40.702061,customer
R3425,37.667725,-39.389084,internal
R3426,40.340535,-44.324852,customer
R3427,39.410226,-42.241391,customer
R3428,41.721127,-40.697698,customer
R3429,41.066782,-42.331214,internal
R3430,37.814449,-41.964138,internal
R3431,39.661789,-44.155511,customer
R3432,37.623704,-39.644609,customer
R3433,40.601670,-46.512123,internal
R3434,40.284111,-43.046789,customer
R3435,38.525747,-43.434476,customer
R3436,40.191714,-43.349059,customer
R3437,40.461388,-43.844124,customer
R3438,37.247092,-42.782674,customer
R3439,41.425385,-37.438523,customer
R3440,40.266445,-44.050812,customer
R3441,36.547510,-42.852756,customer
R3442,38.050714,-44.109208,customer
R3443,40.116891,-38.331429,customer
R3444,41.078030,-40.549103,customer
R3445,39.384319,-40.537990,customer
R3446,38.106157,-42.151519,customer
R3447,42.062480,-41.137675,customer
R3448,41.146861,-40.863044,internal
R3449,40.280408,-38.751828,internal
R3450,40.650560,-42.372150,internal
R3451,42.519737,-38.798189,customer
R3452,42.377875,-38.186411,customer
R3453,43.183343,-41.486006,customer
R3454,37.443332,-39.589667,customer
R3455,40.213790,-43.819159,internal
R3456,38.207232,-42.433634,internal
R3457,39.978753,-44.019336,internal
R3458,41.296547,-40.536215,customer
R3459,41.448242,-37.553541,internal
R3460,39.320210,-41.822336,customer
R3461,41.015239,-39.975351,customer
R3462,40.984573,-42.951890,customer
R3463,40.482290,-44.147378,internal
R3464,38.999176,-44.486848,customer
R3465,41.183785,-41.438783,customer
R3466,38.343332,-39.767488,customer
R3467,38.732780,-43.125396,customer
R3468,41.551434,-37.538422,internal
R3469,40.279444,-43.940844,customer
R3470,40.515927,-43.733746,customer
R3471,39.770238,-43.541309,customer
R3472,42.872818,-44.181843,customer
R3473,39.811765,-44.439297,customer
R3474,33.493157,-25.257882,internal
R3475,41.847288,-37.416274,customer
R3476,40.327045,-43.928410,customer
R3477,39.991839,-40.232280,internal
R3478,40.739422,-43.492362,internal
R3479,37.952035,-37.723766,customer
R3480,37.049862,-42.259795,customer
R3481,42.020041,-42.663727,customer
R3482,42.480299,-41.467924,customer
R3483,41.417512,-39.059609,customer
R3484,36.859639,-39.811462,customer
R3485,38.686200,-42.173169,customer
R3486,42.079375,-40.349916,customer
R3487,41.161900,-38.056527,customer
R3488,37.154356,-38.453290,internal
R3489,39.559219,-42.869398,customer
R3490,38.953836,-42.026052,internal
R3491,39.433955,-42.069681,customer
R3492,41.602280,-40.134720,customer
R3493,38.935857,-42.119132,customer
R3494,37.373069,-39.759255,internal
R3495,40.743493,-44.466192,customer
R3496,40.001611,-44.095274,internal
R3497,40.293846,-44.014977,customer
R3498,40.264154,-41.642503,internal
R3499,39.059324,-42.280247,customer
R3500,37.131201,-41.476952,customer
R3501,44.991064,-38.484432,internal
R3502,38.428313,-40.122547,customer
R3503,41.097629,-43.742374,customer
R3504,40.226366,-44.123213,customer
R3505,40.045309,-38.800241,internal
R3506,40.429903,-40.738670,customer
R3507,38.313306,-43.382967,internal
R3508,40.565947,-43.514768,customer
R3509,37.275345,-39.373168,customer
R3510,42.974054,-39.969291,customer
R3511,38.085384,-38.370519,customer
R3512,39.777643,-44.447196,customer
R3513,40.885992,-40.373934,customer
R3514,40.729307,-38.740053,customer
R3515,38.167135,-43.421586,customer
R3516,40.513480,-38.392789,internal
R3517,41.008555,-41.347728,customer
R3518,39.303732,-41.515544,customer
R3519,40.039950,-44.442934,customer
R3520,37.505834,-41.648235,internal
R3521,37.217491,-39.251901,internal
R3522,41.048924,-43.361842,customer
R3523,38.314391,-42.187900,customer
R3524,37.963104,-42.145138,customer
R3525,39.788451,-43.039816,customer
R3526,36.457304,-43.588935,customer
R3527,40.408304,-43.355130,internal
R3528,40.308571,-44.421884,customer
R3529,36.758112,-38.533904,customer
R3530,37.246113,-43.140324,customer
R3531,38.623177,-40.340694,customer
R3532,40.400829,-38.650121,internal
R3533,40.821274,-44.162319,customer
R3534,36.680388,-41.702409,customer
R3535,40.655499,-39.144852,customer
R3536,38.870093,-42.160486,internal
R3537,39.485259,-44.155090,customer
R3538,40.239216,-44.173787,customer
R3539,41.362974,-40.442851,customer
R3540,37.386432,-38.946306,customer
R3541,39.163760,-42.820851,customer
R3542,37.446415,-42.194599,customer
R3543,39.133460,-42.812973,customer
R3544,38.359298,-39.838981,customer
R3545,37.946009,-42.238424,customer
R3546,39.815029,-44.250380,customer
R3547,37.740514,-42.038904,customer
R3548,38.994695,-42.603584,customer
R3549,38.761092,-42.319217,customer
R3550,41.618363,-37.940510,customer
R3551,40.020877,-44.025677,customer
R3552,39.452483,-43.403792,internal
R3553,-9.526628,53.134815,internal
R3554,37.092679,-42.302564,internal
R3555,42.545698,-41.546004,customer
R3556,42.338856,-40.877114,customer
R3557,31.472297,-31.734132,internal
R3558,36.736416,-40.104276,customer
R3559,38.229145,-42.940344,customer
R3560,39.921411,-44.084603,customer
R3561,40.343381,-43.464505,customer
R3562,39.084474,-42.592392,internal
R3563,42.416370,-41.007050,customer
R3564,40.076990,-38.848393,customer
R3565,41.350013,-37.246517,customer
R3566,37.770499,-41.801011,internal
R3567,36.884327,-42.330960,customer
R3568,41.188909,-40.378043,customer
R3569,41.389594,-37.708226,customer
R3570,37.116930,-39.042996,internal
R3571,37.440640,-38.789014,customer
R3572,38.009127,-41.687197,internal
R3573,37.492416,-41.698327,customer
R3574,37.099613,-39.208889,customer
R3575,40.728072,-37.299256,customer
R3576,42.195127,-42.763549,customer
R3577,41.678519,-40.220588,internal
R3578,38.995132,-42.572862,internal
R3579,42.754167,-40.880616,customer
R3580,40.021915,-36.019736,customer
R3581,42.855702,-41.140272,customer
R3582,38.999348,-42.805460,customer
R3583,41.316860,-39.476783,customer
R3584,40.408026,-43.942837,internal
R3585,41.235332,-40.579158,customer
R3586,36.921657,-39.459985,internal
R3587,37.724221,-38.441860,customer
R3588,30.355906,-48.631331,internal
R3589,40.743914,-43.403434,internal
R3590,40.621063,-38.132719,customer
R3591,39.668132,-42.124851,internal
R3592,39.392413,-42.307097,customer
R3593,42.695913,-41.352475,customer
R3594,40.743007,-42.235592,customer
R3595,40.355434,-38.755088,internal
R3596,41.421574,-42.195141,customer
R3597,37.695985,-39.684938,customer
R3598,40.249947,-38.589502,customer
R3599,38.116859,-41.864917,customer
R3600,36.383518,-41.064634,customer
R3601,39.978268,-41.207499,customer
R3602,37.839637,-41.637681,customer
R3603,40.955088,-45.170222,customer
R3604,41.227400,-42.292258,customer
R3605,40.284898,-43.958785,internal
R3606,39.531506,-42.485958,customer
R3607,39.495720,-42.607898,customer
R3608,37.120203,-39.682542,internal
R3609,38.680671,-39.698492,customer
R3610,42.072238,-39.407632,customer
R3611,40.175530,-44.067358,internal
R3612,42.012888,-41.846589,customer
R3613,41.791829,-42.325695,customer
R3614,40.761408,-38.847537,internal
R3615,36.997464,-40.252964,customer
R3616,41.817093,-41.310228,internal
R3617,41.227369,-38.482210,internal
R3618,39.124934,-42.478256,customer
R3619,42.827576,-42.688579,customer
R3620,41.248650,-41.217257,internal
R3621,36.900403,-38.740126,customer
R3622,43.180941,-40.545712,customer
R3623,40.109332,-44.329732,internal
R3624,37.923046,-41.789370,customer
R3625,40.264309,-38.434757,customer
R3626,40.172529,-43.859888,internal
R3627,40.020609,-44.008509,internal
R3628,36.569542,-31.999769,internal
R3629,37.233951,-40.371438,customer
R3630,36.635543,-39.493760,customer
R3631,42.338843,-42.652606,customer
R3632,39.070343,-42.895357,internal
R3633,36.330580,-42.998847,customer
R3634,39.710161,-44.010530,internal
R3635,41.503303,-41.061098,customer
R3636,37.007899,-34.593073,internal
R3637,39.095329,-43.994570,customer
R3638,38.810103,-39.177536,customer
R3639,39.828153,-43.349822,customer
R3640,39.248422,-42.841182,customer
R3641,36.901138,-41.370985,customer
R3642,38.246309,-39.575745,customer
R3643,40.747143,-41.037277,customer
R3644,39.197242,-41.718764,customer
R3645,41.218773,-41.167751,customer
R3646,40.114812,-44.433730,internal
R3647,40.351229,-38.576907,customer
R3648,38.594518,-39.782284,internal
R3649,39.796808,-44.389598,customer
R3650,40.105970,-43.915173,customer
R3651,40.079950,-44.276223,customer
R3652,40.900634,-41.101319,internal
R3653,37.575826,-39.077177,internal
R3654,39.983514,-43.908617,customer
R3655,37.316137,-41.289760,internal
R3656,38.858161,-39.546462,customer
R3657,36.783363,-39.449153,internal
R3658,40.266443,-41.086009,customer
R3659,40.226868,-44.393290,customer
R3660,39.172372,-42.094555,customer
R3661,41.928545,-40.995661,internal
R3662,41.076969,-41.236719,customer
R3663,38.933187,-40.123897,customer
R3664,38.945207,-42.436590,internal
R3665,37.062888,-39.413426,internal
R3666,41.186133,-41.475389,customer
R3667,42.144429,-40.209634,customer
R3668,41.447801,-37.811417,internal
R3669,36.815699,-39.397539,internal
R3670,36.960258,-38.949540,internal
R3671,40.339516,-38.420569,internal
R3672,40.689082,-40.273528,customer
R3673,40.502788,-43.595938,internal
R3674,38.780416,-39.552167,customer
R3675,39.166658,-42.109438,internal
R3676,40.312323,-41.639819,internal
R3677,38.574113,-40.232023,customer
R3678,37.741486,-41.711525,customer
R3679,42.428239,-43.644633,customer
R3680,38.399148,-39.891383,internal
R3681,40.507374,-42.400168,customer
R3682,37.822265,-41.579264,customer
R3683,41.772787,-37.925775,customer
R3684,39.300486,-42.415542,customer
R3685,38.033193,-38.447834,customer
R3686,42.090349,-42.677590,customer
R3687,37.123043,-40.189922,customer
R3688,36.805310,-39.385916,customer
R3689,42.762201,-39.277859,customer
R3690,41.258172,-37.431772,customer
R3691,41.542185,-37.421377,internal
R3692,40.751592,-44.105450,customer
R3693,40.240141,-44.390207,customer
R3694,41.847691,-40.915623,internal
R3695,41.072695,-42.195965,customer
R3696,37.155157,-39.254902,customer
R3697,40.021168,-43.753448,internal
R3698,41.441549,-41.264667,customer
R3699,42.285629,-42.855879,customer
R3700,37.357101,-40.929836,customer
R3701,38.611777,-40.159732,customer
R3702,38.600778,-40.162487,internal
R3703,41.469687,-42.305137,customer
R3704,38.513323,-42.720083,internal
R3705,39.012748,-42.152428,customer
R3706,39.906635,-40.994600,customer
R3707,38.836906,-42.328967,customer
R3708,42.226367,-43.669306,customer
R3709,38.878608,-42.437434,customer
R3710,41.547952,-36.941125,customer
R3711,37.795512,-42.448107,customer
R3712,38.140837,-41.956005,customer
R3713,39.195197,-42.267119,internal
R3714,39.049948,-44.319847,customer
R3715,37.261080,-39.261625,internal
R3716,43.444142,-40.038767,customer
R3717,39.863205,-39.795625,internal
R3718,43.948055,-41.702773,customer
R3719,39.784594,-44.104382,internal
R3720,37.037772,-42.767235,customer
R3721,38.110711,-41.634817,internal
R3722,42.739607,-40.898222,customer
R3723,39.985307,-43.904332,internal
R3724,39.852767,-43.873813,customer
R3725,38.014804,-41.960119,customer
R3726,37.530412,-42.048418,internal
R3727,42.650070,-40.715339,customer
R3728,40.598218,-44.126203,customer
R3729,37.852238,-41.760545,internal
R3730,40.193636,-42.309611,customer
R3731,40.460871,-44.429910,customer
R3732,38.276109,-39.770607,internal
R3733,38.726330,-40.303489,customer
R3734,37.158447,-38.937643,customer
R3735,40.118038,-44.288136,customer
R3736,38.956856,-42.878856,customer
R3737,40.048129,-43.204105,customer
R3738,40.134129,-36.483881,customer
R3739,42.171243,-43.064748,customer
R3740,40.190412,-37.996988,customer
R3741,41.133009,-37.781057,customer
R3742,44.201127,-42.382464,customer
R3743,41.114688,-42.144450,customer
R3744,36.811692,-42.395968,customer
R3745,40.329823,-40.733019,customer
R3746,42.219334,-43.400546,customer
R3747,41.264147,-41.470019,internal
R3748,40.619345,-44.273684,internal
R3749,37.293516,-39.325115,customer
R3750,41.425130,-43.643592,customer
R3751,37.417362,-38.040932,customer
R3752,41.636398,-41.186559,customer
R3753,39.763975,-44.041449,internal
R3754,40.244594,-44.872018,customer
R3755,39.433343,-42.574756,customer
R3756,37.811025,-41.371661,customer
R3757,41.465813,-41.577935,customer
R3758,43.925034,-41.836566,internal
R3759,39.359932,-38.448589,customer
R3760,38.542420,-39.904272,customer
R3761,36.861367,-41.776543,customer
R3762,40.706322,-41.129107,customer
R3763,38.995906,-39.121191,internal
R3764,40.386674,-36.539159,customer
R3765,42.351991,-40.661600,customer
R3766,41.452343,-37.961673,customer
R3767,38.581958,-41.649082,customer
R3768,41.494088,-37.897827,customer
R3769,37.308541,-39.409275,customer
R3770,39.848950,-44.763054,customer
R3771,36.840777,-38.774723,customer
R3772,37.521172,-41.161692,customer
R3773,40.713148,-50.867686,internal
R3774,40.135237,-43.652766,customer
R3775,42.580581,-40.819470,customer
R3776,41.152730,-41.104297,internal
R3777,41.405334,-37.405117,customer
R3778,27.021155,-27.185189,internal
R3779,42.746366,-40.809176,customer
R3780,33.221320,-24.934152,internal
R3781,38.425672,-39.940585,internal
R3782,41.651487,-37.289272,customer
R3783,42.195784,-41.148925,customer
R3784,37.667123,-41.267295,internal
R3785,40.784069,-40.645743,customer
R3786,39.379212,-42.537633,internal
R3787,37.363419,-38.552804,customer
R3788,40.111890,-37.220577,customer
R3789,38.967211,-42.732079,customer
R3790,40.596839,-38.430725,internal
R3791,41.423107,-37.443544,internal
R3792,39.421932,-40.204473,customer
R3793,40.873837,-39.553482,customer
R3794,38.602538,-40.868957,customer
R3795,37.279355,-38.350068,customer
R3796,36.965653,-39.335056,internal
R3797,39.076723,-39.496521,customer
R3798,39.979277,-44.365974,internal
R3799,41.340932,-30.093263,internal
R3800,40.073184,-44.242857,customer
R3801,39.140601,-42.078079,internal
R3802,42.477776,-40.456225,customer
R3803,40.260297,-44.267420,internal
R3804,41.779409,-37.489342,customer
R3805,39.808592,-39.441275,customer
R3806,41.420378,-40.962814,customer
R3807,40.298579,-38.268602,internal
R3808,36.932505,-38.352800,customer
R3809,37.966472,-42.128356,customer
R3810,38.512296,-39.261703,customer
R3811,40.268767,-37.724492,customer
R3812,41.742489,-37.573756,customer
R3813,41.126830,-41.955420,customer
R3814,40.455927,-44.270868,internal
R3815,40.207245,-40.057635,customer
R3816,42.712567,-41.227750,customer
R3817,40.654291,-43.809700,customer
R3818,38.585240,-42.728288,customer
R3819,40.310817,-38.429055,customer
R3820,37.314804,-39.219675,customer
R3821,38.042550,-41.317315,customer
R3822,37.320181,-41.663865,internal
R3823,40.002288,-43.964667,customer
R3824,37.726912,-41.648459,customer
R3825,40.798053,-37.302194,customer
R3826,42.674599,-41.011795,internal
R3827,40.072313,-43.973906,customer
R3828,40.790868,-36.690927,customer
R3829,41.525786,-37.616648,internal
R3830,40.681830,-43.497422,customer
R3831,38.009394,-40.705286,customer
R3832,38.782701,-41.307366,internal
R3833,36.899625,-41.361583,customer
R3834,41.256121,-41.824214,customer
R3835,38.033257,-42.511083,customer
R3836,42.880351,-42.822129,customer
R3837,40.707593,-43.336236,internal
R3838,37.012450,-39.488338,internal
R3839,40.788052,-43.163979,customer
R3840,43.392078,-41.000003,customer
R3841,41.568889,-37.449114,internal
R3842,39.321387,-40.131277,customer
R3843,38.604603,-42.624893,customer
R3844,37.982388,-39.791225,customer
R3845,39.103173,-42.620995,internal
R3846,43.262757,-41.087208,customer
R3847,42.415145,-43.300226,customer
R3848,39.002269,-42.009257,customer
R3849,39.339946,-39.703039,customer
R3850,42.726966,-40.889016,internal
R3851,40.589175,-44.229439,customer
R3852,37.361367,-39.530111,customer
R3853,38.832646,-40.069942,internal
R3854,42.614580,-42.051055,customer
R3855,39.158356,-42.281667,internal
R3856,40.940812,-41.333400,customer
R3857,41.178415,-39.614757,internal
R3858,37.280628,-37.578097,customer
R3859,41.555038,-37.849951,customer
R3860,39.913906,-44.265345,internal
R3861,41.606210,-41.175222,customer
R3862,42.835266,-42.125348,customer
R3863,42.239576,-41.907947,customer
R3864,40.536252,-38.493639,customer
R3865,40.485489,-43.504853,customer
R3866,41.825999,-37.528097,customer
R3867,38.685114,-38.564246,customer
R3868,40.058697,-41.046905,customer
R3869,40.616626,-44.721291,customer
R3870,40.436436,-43.850258,customer
R3871,39.582249,-44.501943,customer
R3872,39.673478,-40.049229,customer
R3873,40.876961,-43.290749,internal
R3874,39.032226,-42.454430,customer
R3875,39.069256,-42.444168,internal
R3876,40.564077,-43.735388,customer
R3877,38.897968,-41.093211,internal
R3878,36.651708,-38.406413,customer
R3879,39.539816,-42.245309,customer
R3880,37.186187,-39.352387,customer
R3881,42.798783,-40.041031,customer
R3882,37.156557,-42.876104,customer
R3883,39.250610,-42.092666,internal
R3884,37.499394,-39.699866,internal
R3885,40.507494,-42.088193,internal
R3886,37.272615,-34.753925,internal
R3887,40.059027,-38.857751,customer
R3888,39.324792,-41.954227,customer
R3889,39.773831,-44.422927,customer
R3890,42.594589,-40.783440,customer
R3891,37.737564,-48.367108,internal
R3892,41.695938,-43.025340,customer
R3893,38.696831,-42.157030,customer
R3894,37.609510,-41.680981,customer
R3895,39.741343,-39.222402,customer
R3896,38.992401,-42.054595,internal
R3897,39.792291,-40.282854,customer
R3898,37.170416,-39.381310,internal
R3899,39.043675,-42.000311,internal
R3900,42.574693,-40.903900,customer
R3901,42.313031,-40.013987,customer
R3902,37.754358,-38.465082,customer
R3903,38.409864,-39.909635,internal
R3904,39.662052,-44.372259,internal
R3905,37.960156,-42.668724,internal
R3906,39.824775,-44.247609,internal
R3907,38.016200,-41.873381,customer
R3908,37.676585,-41.569184,customer
R3909,39.197943,-43.005651,customer
R3910,37.846322,-41.512000,internal
R3911,39.561068,-38.996167,customer
R3912,39.952945,-44.737977,customer
R3913,40.192943,-39.260972,customer
R3914,41.083931,-40.772641,customer
R3915,40.675213,-43.274702,customer
R3916,40.591275,-43.412612,customer
R3917,37.457695,-41.935998,customer
R3918,39.827945,-39.873005,customer
R3919,36.908173,-42.287523,internal
R3920,40.364644,-41.301666,customer
R3921,41.488208,-37.575959,customer
R3922,43.113262,-38.837990,customer
R3923,38.880878,-40.448405,customer
R3924,41.353328,-41.324784,customer
R3925,39.935245,-44.717827,internal
R3926,39.038771,-40.370244,customer
R3927,41.596104,-37.967953,customer
R3928,42.742160,-41.042044,customer
R3929,42.605465,-40.630172,customer
R3930,39.978541,-40.042233,internal
R3931,37.040967,-42.397590,customer
R3932,37.248609,-39.075975,internal
R3933,42.230972,-41.597305,customer
R3934,37.225536,-41.983242,customer
R3935,42.605232,-40.857076,internal
R3936,42.491387,-41.036858,internal
R3937,40.470007,-44.052183,customer
R3938,42.529346,-40.930614,customer
R3939,36.969612,-43.043223,internal
R3940,38.002825,-42.804692,internal
R3941,41.551651,-40.448136,customer
R3942,40.445139,-41.125202,internal
R3943,38.634983,-44.335267,customer
R3944,40.261234,-37.168294,customer
R3945,40.298211,-43.581994,internal
R3946,42.562639,-39.754770,customer
R3947,39.771999,-43.291495,customer
R3948,37.502282,-43.187268,internal
R3949,37.575453,-42.084298,internal
R3950,42.683780,-40.014028,customer
R3951,41.532615,-40.999864,customer
R3952,42.767792,-38.819041,customer
R3953,38.867802,-42.779364,customer
R3954,40.321501,-44.391120,internal
R3955,38.832703,-42.506793,internal
R3956,41.472192,-37.424239,customer
R3957,38.138715,-41.909954,internal
R3958,41.262434,-41.391091,internal
R3959,40.260197,-38.530965,customer
R3960,40.526820,-44.561543,customer
R3961,36.726484,-39.515895,internal
R3962,43.168107,-41.825464,customer
R3963,40.921426,-42.849193,customer
R3964,40.036980,-40.737941,customer
R3965,40.169123,-41.458422,customer
R3966,41.152740,-37.527517,customer
R3967,39.299142,-42.125874,customer
R3968,40.441163,-40.316177,customer
R3969,37.815208,-43.761494,customer
R3970,42.663543,-41.179289,internal
R3971,41.199705,-38.047894,customer
R3972,40.366086,-41.264991,internal
R3973,41.632877,-41.175279,internal
R3974,39.852481,-42.900492,internal
R3975,41.294537,-37.664527,internal
R3976,38.892805,-42.524146,internal
R3977,36.518410,-43.534013,customer
R3978,37.025838,-39.405394,customer
R3979,37.271747,-39.445187,internal
R3980,38.068214,-39.042298,customer
R3981,36.861050,-39.384138,internal
R3982,37.943449,-41.979324,customer
R3983,39.273620,-41.635539,customer
R3984,41.160250,-42.440952,customer
R3985,42.949060,-37.379055,internal
R3986,40.448393,-43.178612,customer
R3987,39.502249,-45.319409,internal
R3988,37.260996,-40.280356,customer
R3989,41.914428,-42.273153,customer
R3990,40.989659,-42.680217,internal
R3991,40.351155,-38.464851,internal
R3992,37.582325,-41.551998,customer
R3993,40.593935,-42.623933,internal
R3994,39.011208,-42.607022,customer
R3995,36.975802,-39.266334,customer
R3996,39.944071,-43.921197,customer
R3997,43.329802,-40.850884,internal
R3998,38.454071,-41.975596,customer
R3999,41.487918,-41.227493,internal
R4000,37.336842,-39.475566,customer
R4001,42.097446,-42.485658,customer
R4002,40.031459,-44.732728,customer
R4003,38.715068,-39.678636,internal
R4004,40.451715,-38.226632,internal
R4005,38.421887,-42.302298,customer
R4006,40.156216,-44.065271,customer
R4007,40.577301,-37.558057,customer
R4008,42.574144,-40.847332,customer
R4009,39.364188,-42.355505,internal
R4010,37.611274,-42.601111,customer
R4011,40.858011,-42.921324,internal
R4012,37.155873,-39.546063,customer
R4013,42.818075,-41.081678,internal
R4014,41.299328,-37.456029,customer
R4015,40.187413,-44.227015,customer
R4016,40.616105,-43.316073,internal
R4017,38.616604,-42.613518,customer
R4018,40.453941,-44.077317,customer
R4019,40.640876,-44.149178,internal
R4020,41.777037,-40.033610,customer
R4021,37.172931,-42.784617,customer
R4022,39.733306,-41.669872,customer
R4023,38.236833,-39.375262,customer
R4024,39.116284,-42.489374,internal
R4025,38.897382,-41.172440,internal
R4026,37.513262,-42.214471,internal
R4027,42.194686,-38.569136,customer
R4028,40.221569,-44.194267,internal
R4029,37.013804,-42.060360,customer
R4030,42.197226,-41.320494,internal
R4031,42.634544,-40.480099,customer
R4032,37.138596,-39.958212,customer
R4033,40.295584,-38.386752,internal
R4034,40.180280,-44.532919,internal
R4035,40.629097,-43.503897,customer
R4036,41.429015,-37.370918,customer
R4037,41.760867,-37.479436,customer
R4038,37.791128,-41.820377,customer
R4039,40.523282,-38.118536,customer
R4040,39.296553,-42.495446,internal
R4041,40.542907,-43.905818,customer
R4042,42.056172,-37.102573,customer
R4043,42.119323,-42.336770,customer
R4044,40.756292,-43.784336,customer
R4045,41.555107,-37.721634,internal
R4046,40.375708,-43.940711,internal
R4047,39.948551,-43.709726,customer
R4048,37.758134,-42.632810,customer
R4049,39.812248,-42.002948,customer
R4050,39.948265,-43.751371,internal
R4051,39.261505,-42.566409,customer
R4052,29.363587,-124.940998,internal
R4053,43.145628,-40.697201,customer
R4054,39.188476,-42.446278,customer
R4055,39.349949,-42.332621,internal
R4056,38.109399,-41.936483,customer
R4057,42.660688,-41.328890,internal
R4058,37.633334,-41.624026,internal
R4059,40.129691,-44.225082,internal
R4060,43.889664,-42.098944,customer
R4061,38.967776,-42.298630,customer
R4062,39.950901,-39.071502,customer
R4063,37.055347,-39.766206,internal
R4064,37.718240,-43.113748,customer
R4065,40.204022,-43.697361,customer
R4066,39.587568,-43.982339,customer
R4067,38.447984,-39.044767,customer
R4068,37.507598,-41.635816,customer
R4069,40.327606,-42.980773,internal
R4070,39.243700,-44.712539,customer
R4071,40.387982,-40.710814,customer
R4072,40.381561,-37.218131,customer
R4073,39.224603,-42.178542,customer
R4074,39.256517,-42.464928,customer
R4075,39.555417,-37.550225,customer
R4076,41.647559,-37.615405,internal
R4077,39.662767,-42.756170,customer
R4078,37.579092,-43.010169,internal
R4079,37.585348,-41.866745,customer
R4080,38.471220,-40.197113,internal
R4081,41.030525,-41.237945,customer
R4082,42.477805,-40.829844,customer
R4083,38.572981,-42.578667,internal
R4084,38.369159,-42.415997,internal
R4085,39.836253,-42.182950,customer
R4086,40.373412,-38.486721,customer
R4087,41.092637,-37.502422,customer
R4088,39.270080,-42.630060,internal
R4089,37.954386,-41.640522,internal
R4090,37.534370,-41.912877,internal
R4091,38.172823,-39.700887,customer
R4092,40.329046,-44.415516,internal
R4093,40.509212,-43.313358,customer
R4094,39.810205,-44.237192,customer
R4095,39.123770,-39.201076,customer
R4096,39.133016,-42.159475,customer
R4097,40.986215,-41.387576,internal
R4098,38.013224,-39.038630,customer
R4099,43.028589,-38.763274,internal
R4100,36.897641,-39.623327,internal
R4101,36.857847,-40.313867,customer
R4102,40.663932,-43.876352,internal
R4103,40.274177,-37.844994,customer
R4104,40.455786,-43.486689,customer
R4105,39.018362,-42.751729,internal
R4106,38.194319,-41.264215,customer
